domain,product_title,canonical_url,public_product_id,public_variant_id,public_offer_id,public_sku_id,category,strength_size_options,current_price,compare_at_list_price,currency,stock_status,backorder,min_purchase,max_purchase,exact_public_quantity,is_retatrutide,source_url,extraction_method,captured_at,confidence,caveat
ionpeptide.com,B12 Dissolvable,https://ionpeptide.com/product/b12d/,126134,,,30180003,Complex / Elixirs,,35,35,USD,in_stock,no,1,77,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Biotinoyl Tripeptide (Raw) – 1g,https://ionpeptide.com/product/btr1g/,166959,,,40220008,Antioxidant & Cellular Signaling | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,99,99,USD,in_stock,no,1,74,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC-157,https://ionpeptide.com/product/bp157/?attribute_variant=10mg,1876,2191,,10120004,,Variant: 10mg,48,48,USD,in_stock,no,1,750,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC-157,https://ionpeptide.com/product/bp157/?attribute_variant=20mg,1876,110061,,10120005,,Variant: 20mg,85,85,USD,in_stock,no,1,558,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC-157,https://ionpeptide.com/product/bp157/?attribute_variant=5mg,1876,2253,,,,Variant: 5mg,29,29,USD,in_stock,no,1,881,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC157+TB500,https://ionpeptide.com/product/bpctb/?attribute_variation=10%2F10mg,2781,6038,,10120008,,Variation: 10/10mg,79,79,USD,in_stock,no,1,640,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC157+TB500,https://ionpeptide.com/product/bpctb/?attribute_variation=30mg,2781,198529,,BPC157-TB500-30MG,,Variation: 30mg,,,USD,in_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BPC157+TB500,https://ionpeptide.com/product/bpctb/?attribute_variation=5%2F5mg,2781,6039,,10120007,,Variation: 5/5mg,48,48,USD,in_stock,no,1,1220,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Bronchogen – 20mg,https://ionpeptide.com/product/bron20/,34878,,,10190001,All | Lyophilized | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,79,79,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BW,https://ionpeptide.com/product/bw/?attribute_variant=10ml,2020,2992,,20200004,,Variant: 10ml,10,10,USD,in_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BW,https://ionpeptide.com/product/bw/?attribute_variant=30ml,2020,94865,,20200006,,Variant: 30ml,14.95,14.95,USD,in_stock,no,1,2547,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BW,https://ionpeptide.com/product/bw/?attribute_variant=3ml,2020,2991,,20200007,,Variant: 3ml,7,7,USD,in_stock,no,1,2905,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,BW-H Brand,https://ionpeptide.com/product/bwhb/,2022,,,100304093977011,All | Lab Supplies | Others,,29.95,29.95,USD,in_stock,no,1,6169,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cag,https://ionpeptide.com/product/cag/?attribute_variant=10mg,2772,6391,,10100008,,Variant: 10mg,99,99,USD,in_stock,no,1,811,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cag,https://ionpeptide.com/product/cag/?attribute_variant=5mg,2772,6392,,10100009,,Variant: 5mg,59,59,USD,in_stock,no,1,872,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cardiogen – 25mg,https://ionpeptide.com/product/cdgn/,34883,,,10190002,All | Lyophilized | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,59,59,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cartalax – 20mg,https://ionpeptide.com/product/cart20/,34885,,,10190003,All | Lyophilized | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,79,79,USD,in_stock,no,1,64,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cartalax / TB4 / BPC – 40mg,https://ionpeptide.com/product/ctb40/,76213,,,10190004,Antioxidant & Cellular Signaling | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,129,129,USD,in_stock,no,1,79,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Centella Asiatica Complex,https://ionpeptide.com/product/cacx/,20138,,,40150004,All | Complex / Elixirs | Tissue Remodeling & Protein Function,,45,45,USD,in_stock,no,1,310,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Cerebro Protein – 60mg,https://ionpeptide.com/product/cbp60/,33081,,,10130002,All | Antioxidant & Cellular Signaling | Lyophilized | Peptides | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,49.95,49.95,USD,in_stock,no,1,151,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,CJC +Ipamo – 5/5mg (No DAC),https://ionpeptide.com/product/cjcip10nd/,2766,,,10110004,All | Blends | Lyophilized,,59,59,USD,in_stock,no,1,162,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,CJC With Dac – 5mg,https://ionpeptide.com/product/cjcd5/,110254,,,10110003,Bioenergetic Pathway Modulators | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,59,59,USD,in_stock,no,1,290,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,CJC-1295 (No DAC),https://ionpeptide.com/product/cjcnd/?attribute_variant=CJC-1295+10mg,543,3000,,10110001,,Variant: CJC-1295 10mg,49,49,USD,in_stock,no,1,29,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,CJC-1295 (No DAC),https://ionpeptide.com/product/cjcnd/?attribute_variant=CJC-1295+5mg,543,3001,,10110002,,Variant: CJC-1295 5mg,29,29,USD,in_stock,no,1,906,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – BPC-157 | 30mg,https://ionpeptide.com/product/dbpc30/,155769,,,30120019,Antioxidant & Cellular Signaling | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,109,109,USD,in_stock,no,1,889,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – CJC-1295 | 30mg,https://ionpeptide.com/product/dcjc30/,155812,,,30110016,Bioenergetic Pathway Modulators | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,139,139,USD,in_stock,no,1,466,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – GHK-Copper | 50mg,https://ionpeptide.com/product/dgc50/,155837,,,30120017,Antioxidant & Cellular Signaling | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,99,99,USD,in_stock,no,1,630,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – Glow Stack | 50/10/10mg,https://ionpeptide.com/product/dgs70/,155843,,,30150017,Antioxidant & Cellular Signaling | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,169,169,USD,in_stock,no,1,884,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – ION-3R | 18mg,https://ionpeptide.com/product/di3r18/,155791,,,30100041,Drops | Others,,139,139,USD,in_stock,no,1,1179,,true,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – Ipamo | 30mg,https://ionpeptide.com/product/di30/,155829,,,30110015,Bioenergetic Pathway Modulators | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,99,99,USD,in_stock,no,1,458,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – PT-141 | 30mg,https://ionpeptide.com/product/dpt30/,155762,,,30160013,Antioxidant & Cellular Signaling | Bioenergetic Pathway Modulators | Drops | Signal Transduction Pathways,,109,109,USD,in_stock,no,1,367,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – SLU-PP-332 | 30mg,https://ionpeptide.com/product/dslupp30/,155743,,,30100042,Antioxidant & Cellular Signaling | Bioenergetic Pathway Modulators | Drops | Signal Transduction Pathways,,59,59,USD,in_stock,no,1,289,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – TB-500 | 30mg,https://ionpeptide.com/product/dtb530/,155824,,,30120018,Antioxidant & Cellular Signaling | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,149,149,USD,in_stock,no,1,478,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops – Wolverine Stack | 20/20mg,https://ionpeptide.com/product/dws40/,155754,,,30120020,Antioxidant & Cellular Signaling | Drops | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,169,169,USD,in_stock,no,1,884,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Drops | AOD-9604 | 30mg,https://ionpeptide.com/product/daod30/,155642,,,30100043,Bioenergetic Pathway Modulators | Drops | Signal Transduction Pathways,,139,139,USD,in_stock,no,1,428,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,DSIP,https://ionpeptide.com/product/dsip/?attribute_variant=10mg,2023,4307,,10130003,,Variant: 10mg,45,45,USD,in_stock,no,1,974,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Elora – 10mg,https://ionpeptide.com/product/elora-10mg/,212124,,,,Antioxidant & Cellular Signaling | Bioenergetic Pathway Modulators | Signal Transduction Pathways,,139,139,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Epithalon,https://ionpeptide.com/product/epi/?attribute_variant=10mg,2024,6042,,10140004,,Variant: 10mg,35,35,USD,in_stock,no,1,1184,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Epithalon,https://ionpeptide.com/product/epi/?attribute_variant=50mg,2024,6043,,10140005,,Variant: 50mg,119,119,USD,in_stock,no,1,947,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,FOXO4-DRI – 10mg,https://ionpeptide.com/product/fdri10/,9816,,,10140006,All | Bioenergetic Pathway Modulators | Lyophilized | Signal Transduction Pathways,,119,119,USD,in_stock,no,1,853,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Copper,https://ionpeptide.com/product/gkcu/?attribute_variant=100mg,1891,5743,,10120010,,Variant: 100mg,45,45,USD,in_stock,no,1,890,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Copper,https://ionpeptide.com/product/gkcu/?attribute_variant=50mg,1891,5742,,10120011,,Variant: 50mg,29,29,USD,in_stock,no,1,1217,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu + HLA Sheet Mask (25 mL) – 10 Pack,https://ionpeptide.com/product/ghsm10/,93643,,,40150005,Antioxidant & Cellular Signaling | Complex / Elixirs | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,49.95,49.95,USD,in_stock,no,1,515,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu Complex,https://ionpeptide.com/product/ghkcx/,20139,,,40150008,All | Complex / Elixirs | Tissue Remodeling & Protein Function,,55,55,USD,in_stock,no,1,277,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu Copper Peptide Conditioner,https://ionpeptide.com/product/gcpc/,93653,,,40150006,Antioxidant & Cellular Signaling | Complex / Elixirs | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,44.95,44.95,USD,in_stock,no,1,348,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu Copper Peptide Shampoo,https://ionpeptide.com/product/gcps/,93692,,,40150007,Antioxidant & Cellular Signaling | Complex / Elixirs | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,44.95,44.95,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu Facial Cleanser,https://ionpeptide.com/product/gfc/,156730,,,40150016,Antioxidant & Cellular Signaling | Complex / Elixirs | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,29.95,29.95,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHK-Cu Tallow Honey Balm,https://ionpeptide.com/product/gthb/,93687,,,40150009,Antioxidant & Cellular Signaling | Complex / Elixirs | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,34.95,34.95,USD,in_stock,no,1,1631,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHRP-2 – 5mg,https://ionpeptide.com/product/ghrp25/,2756,,,10110005,All | Lyophilized,,29,29,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GHRP-6 – 5mg,https://ionpeptide.com/product/ghp65/,2070,,,10110006,All | Lyophilized,,29,29,USD,in_stock,no,1,5,5,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,GLOW – 70mg,https://ionpeptide.com/product/glow70/,1894,,,10150010,All | Blends | Lyophilized,,89,89,USD,in_stock,no,1,703,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=2,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione,https://ionpeptide.com/product/glu/?attribute_variant=1500mg,2025,4771,,10140007,,Variant: 1500mg,55,55,USD,in_stock,no,1,144,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione,https://ionpeptide.com/product/glu/?attribute_variant=600mg,2025,4772,,10140008,,Variant: 600mg,29,29,USD,in_stock,no,1,501,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione,https://ionpeptide.com/product/glu/?attribute_variant=750mg,2025,110204,,,,Variant: 750mg,35,35,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione (Raw) – 1g,https://ionpeptide.com/product/gr1g/,126247,,,40220004,Antioxidant & Cellular Signaling | Signal Transduction Pathways | Tissue Remodeling & Protein Function,,15,15,USD,in_stock,no,1,804,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione + Vitamin C Blend Spray | 10 ml,https://ionpeptide.com/product/spraygluvcb/,224168,,,,Antioxidant & Cellular Signaling | Signal Transduction Pathways | Sprays | Tissue Remodeling & Protein Function,,79.95,79.95,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Glutathione Dissolvable,https://ionpeptide.com/product/gdv/,126152,,,30140010,Complex / Elixirs,,35,35,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,Hyaluronic Acid Serum,https://ionpeptide.com/product/has/,54788,,,40150011,Complex / Elixirs | Others,,14.95,14.95,USD,in_stock,no,1,782,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,IGF-LR3 – 1mg,https://ionpeptide.com/product/iglr1/,3119,,,10110007,All | Lyophilized,,90,90,USD,out_of_stock,no,1,,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1,WooCommerce Store API,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-1S,https://ionpeptide.com/product/ion1s/?attribute_size=10mg,1923,2232,,10100011,,Size: 10mg,55,55,USD,in_stock,no,1,316,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-1S,https://ionpeptide.com/product/ion1s/?attribute_size=20mg,1923,2234,,10100012,,Size: 20mg,69,69,USD,in_stock,no,1,756,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-1S,https://ionpeptide.com/product/ion1s/?attribute_size=30mg,1923,2235,,10100013,,Size: 30mg,99,99,USD,in_stock,no,1,306,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-1S,https://ionpeptide.com/product/ion1s/?attribute_size=5mg,1923,3004,,10100014,,Size: 5mg,39,39,USD,in_stock,no,1,23,23,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-2T,https://ionpeptide.com/product/ion2t/?attribute_variant=100mg,1912,122937,,10100015,,Variant: 100mg,199,199,USD,in_stock,no,1,521,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
ionpeptide.com,ION-2T,https://ionpeptide.com/product/ion2t/?attribute_variant=10mg,1912,2240,,10100016,,Variant: 10mg,49,49,USD,in_stock,no,1,1229,,false,https://ionpeptide.com/wp-json/wc/store/v1/products?per_page=100&page=1&type=variation,WooCommerce Store API variation,2026-07-28T20:43:44.412Z,high,Anonymous public Store API point-in-time capture. Binary stock and purchase limits are not sales or warehouse inventory.
