domain,wave,domain_created,domain_age_days,domain_age_source,rank_observations,latest_rank,current_monthly_visits_model,trailing30_visits_model,traffic_basis_visits_model,traffic_confidence,aov_low,aov_base,aov_high,cvr_low,cvr_base,cvr_high,orders_base,gmv_low,gmv_base,gmv_high,price_clue,storefront_url,rank_source,caveat
peptidehackers.com,B,2024-05-21,797,https://rdap.org/domain/peptidehackers.com,21,2868831,14916,9771,14916,low,100,175,250,1%,2%,3%,298,14916,52206,111870,100; bundle/variant markup also exposed 1250,https://www.peptidehackers.com/products/retatrutide,https://rank.to/api/?d=peptidehackers.com&n=30,"Traffic is Rank.to power-law modeling, not measured analytics. Trailing-30 integrates only observed daily rank points and treats missing days as zero. GMV scenarios are gross checkout hypotheses before refunds, chargebacks, tax, discounts, processor losses, or COGS."
peptidelabsinc.com,C,2025-09-26,303,https://rdap.verisign.com/com/v1/domain/peptidelabsinc.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://peptidelabsinc.com/,https://rank.to/api/?d=peptidelabsinc.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptideplugs.com,C,2025-12-30,208,https://rdap.verisign.com/com/v1/domain/peptideplugs.com,30,2119698,20495,18485,18485,low-medium,85,120,155,1%,2%,3%,370,15712,44364,85955,10.0;57.5;199.0,https://peptideplugs.com/,https://rank.to/api/?d=peptideplugs.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptidescollective.com,C,2025-06-16,405,https://rdap.verisign.com/com/v1/domain/peptidescollective.com,0,,,,,none,,,,1%,2%,3%,,,,,17.99;53.1;95.0,https://peptidescollective.com/,https://rank.to/api/?d=peptidescollective.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptidology.co,C,2024-11-26,607,whois://whois.registry.co/peptidology.co,30,1453740,30453,29177,29177,low-medium,100,140,180,1%,2%,3%,584,29177,81696,157556,7.95;69.0;179.99,https://peptidology.co/,https://rank.to/api/?d=peptidology.co&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptira.com,C,2025-05-29,423,https://rdap.verisign.com/com/v1/domain/peptira.com,30,468821,99928,92109,92109,low-medium,105,150,195,1%,2%,3%,1842,96714,276327,538838,2.99;75.99;199.0,https://peptira.com/,https://rank.to/api/?d=peptira.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptomiq.com,C,2026-01-13,194,https://rdap.verisign.com/com/v1/domain/peptomiq.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://peptomiq.com/,https://rank.to/api/?d=peptomiq.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
polarispeptides.com,C,2024-01-07,931,https://rdap.verisign.com/com/v1/domain/polarispeptides.com,30,1174765,38089,38843,38843,low-medium,170,240,310,1%,2%,3%,777,66033,186446,361240,30.0;120.0;400.0,https://polarispeptides.com/,https://rank.to/api/?d=polarispeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
premierbiolabs.com,C,2025-09-07,322,https://rdap.verisign.com/com/v1/domain/premierbiolabs.com,19,3717288,11363,6664,11363,low,165,235,305,1%,2%,3%,227,18749,53406,103971,3.99;116.99;1399.99,https://premierbiolabs.com/,https://rank.to/api/?d=premierbiolabs.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
primepeptides.co,C,2024-01-31,907,whois://whois.registry.co/primepeptides.co,30,582621,79540,81865,81865,low-medium,105,150,195,1%,2%,3%,1637,85958,245595,478910,25.0;75.0;150.0,https://primepeptides.co/,https://rank.to/api/?d=primepeptides.co&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
profoundaminos.com,C,2024-08-21,704,https://rdap.verisign.com/com/v1/domain/profoundaminos.com,30,626653,73682,81606,81606,low-medium,120,175,230,1%,2%,3%,1632,97927,285621,563081,,https://profoundaminos.com/,https://rank.to/api/?d=profoundaminos.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
protidehealth.com,C,2025-01-07,565,https://rdap.verisign.com/com/v1/domain/protidehealth.com,30,508401,91775,68180,68180,low-medium,145,210,275,1%,2%,3%,1364,98861,286356,562485,14.99;105.0;295.0,https://protidehealth.com/,https://rank.to/api/?d=protidehealth.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
pspeptides.com,C,2025-11-10,258,https://rdap.verisign.com/com/v1/domain/pspeptides.com,14,3286109,12934,5791,12934,low,85,120,155,1%,2%,3%,259,10994,31042,60143,3.99;49.49;544.99,https://pspeptides.com/,https://rank.to/api/?d=pspeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
purepeps.com,C,2018-12-05,2790,https://rdap.verisign.com/com/v1/domain/purepeps.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://purepeps.com/,https://rank.to/api/?d=purepeps.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
quantapeptides.com,C,2026-06-07,49,https://rdap.verisign.com/com/v1/domain/quantapeptides.com,0,,,,,none,,,,1%,2%,3%,,,,,16.0;34.0;250.0,https://quantapeptides.com/,https://rank.to/api/?d=quantapeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
realpeptides.co,C,2025-04-16,466,whois://whois.registry.co/realpeptides.co,30,678775,67753,53830,53830,low-medium,175,250,325,1%,2%,3%,1077,94202,269150,524842,12.0;135.0;620.0,https://realpeptides.co/,https://rank.to/api/?d=realpeptides.co&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
regentide.net,C,2025-09-26,303,https://rdap.verisign.com/net/v1/domain/regentide.net,0,,,,,none,,,,1%,2%,3%,,,,,49.99;150.0;639.99,https://regentide.net/,https://rank.to/api/?d=regentide.net&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
researchchemhq.co,C,2024-08-26,699,whois://whois.registry.co/researchchemhq.co,0,,,,,none,,,,1%,2%,3%,,,,,4.99;89.99;229.99,https://researchchemhq.co/,https://rank.to/api/?d=researchchemhq.co&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
riptidewellness.com,C,2014-04-08,4492,https://rdap.verisign.com/com/v1/domain/riptidewellness.com,0,,,,,none,,,,1%,2%,3%,,,,,10.0;78.6;3458.82,https://riptidewellness.com/,https://rank.to/api/?d=riptidewellness.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
rivnpeptides.com,C,2026-01-21,186,https://rdap.verisign.com/com/v1/domain/rivnpeptides.com,0,,,,,none,,,,1%,2%,3%,,,,,14.99;59.99;199.99,https://rivnpeptides.com/,https://rank.to/api/?d=rivnpeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
royal-peptides.com,C,2024-08-20,705,https://rdap.verisign.com/com/v1/domain/royal-peptides.com,0,,,,,none,,,,1%,2%,3%,,,,,25.0;375.0;875.0,https://royal-peptides.com/,https://rank.to/api/?d=royal-peptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
simplepeptide.com,C,2023-12-19,950,https://rdap.verisign.com/com/v1/domain/simplepeptide.com,30,241591,200451,258965,258965,low-medium,135,195,255,1%,2%,3%,5179,349603,1009964,1981082,5.0;98.0;1695.0,https://simplepeptide.com/,https://rank.to/api/?d=simplepeptide.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
skyepeptides.com,C,2023-05-28,1155,https://rdap.verisign.com/com/v1/domain/skyepeptides.com,30,657793,70024,64789,64789,low-medium,120,175,230,1%,2%,3%,1296,77747,226762,447044,,https://skyepeptides.com/,https://rank.to/api/?d=skyepeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
societypeptide.com,C,2026-03-25,123,https://rdap.verisign.com/com/v1/domain/societypeptide.com,0,,,,,none,,,,1%,2%,3%,,,,,15.99;84.99;199.99,https://societypeptide.com/,https://rank.to/api/?d=societypeptide.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
somachems.com,C,2022-04-17,1561,https://rdap.verisign.com/com/v1/domain/somachems.com,30,722493,63455,59183,59183,low-medium,110,160,210,1%,2%,3%,1184,65101,189386,372853,2.49;79.99;199.99,https://somachems.com/,https://rank.to/api/?d=somachems.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
spartalabs.net,C,2026-01-28,179,https://rdap.verisign.com/net/v1/domain/spartalabs.net,0,,,,,none,,,,1%,2%,3%,,,,,,https://spartalabs.net/,https://rank.to/api/?d=spartalabs.net&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
spusa-labs.com,C,2026-01-17,190,https://rdap.verisign.com/com/v1/domain/spusa-labs.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://spusa-labs.com/,https://rank.to/api/?d=spusa-labs.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
stratelabs.is,C,2026-07-10,16,https://rdap.isnic.is/rdap/domain/stratelabs.is,30,1290425,34512,55017,55017,low-medium,120,175,230,1%,2%,3%,1100,66020,192560,379617,4.0;69.99;339.95,https://stratelabs.is/,https://rank.to/api/?d=stratelabs.is&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
sunday-usa.com,C,2025-10-28,271,https://rdap.verisign.com/com/v1/domain/sunday-usa.com,0,,,,,none,,,,1%,2%,3%,,,,,20.0;210.0;400.0,https://sunday-usa.com/,https://rank.to/api/?d=sunday-usa.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
sunrisebioresearch.com,C,2025-06-24,397,https://rdap.verisign.com/com/v1/domain/sunrisebioresearch.com,0,,,,,none,,,,1%,2%,3%,,,,,23.72;120.36;475.53,https://sunrisebioresearch.com/,https://rank.to/api/?d=sunrisebioresearch.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
swisschems.is,C,2020-06-25,2222,https://rdap.isnic.is/rdap/domain/swisschems.is,30,364398,130193,133894,133894,low-medium,90,130,170,1%,2%,3%,2678,120505,348124,682859,3.99;64.47;260.99,https://swisschems.is/,https://rank.to/api/?d=swisschems.is&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
thepeplabs.com,C,2026-03-18,130,https://rdap.verisign.com/com/v1/domain/thepeplabs.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://thepeplabs.com/,https://rank.to/api/?d=thepeplabs.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
tidetopia.com,C,2026-03-27,121,https://rdap.verisign.com/com/v1/domain/tidetopia.com,0,,,,,none,,,,1%,2%,3%,,,,,40.0;60.0;150.0,https://tidetopia.com/,https://rank.to/api/?d=tidetopia.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
true-peptides.com,C,2025-11-07,261,https://rdap.verisign.com/com/v1/domain/true-peptides.com,0,,,,,none,,,,1%,2%,3%,,,,,13.0;40.0;89.0,https://true-peptides.com/,https://rank.to/api/?d=true-peptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
truepeptidelabs.com,C,2025-06-06,415,https://rdap.verisign.com/com/v1/domain/truepeptidelabs.com,30,1729374,25378,25521,25521,low-medium,90,125,160,1%,2%,3%,510,22969,63802,122501,3.0;63.0;579.5,https://truepeptidelabs.com/,https://rank.to/api/?d=truepeptidelabs.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
trypureonepeptides.com,C,2026-01-29,178,https://rdap.verisign.com/com/v1/domain/trypureonepeptides.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://trypureonepeptides.com/,https://rank.to/api/?d=trypureonepeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
umbrellalabs.is,C,2020-02-12,2356,https://rdap.isnic.is/rdap/domain/umbrellalabs.is,30,504240,92571,95119,95119,low-medium,135,195,255,1%,2%,3%,1902,128411,370964,727660,19.99;96.99;799.99,https://umbrellalabs.is/,https://rank.to/api/?d=umbrellalabs.is&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
uspeptidescience.com,C,2026-03-13,135,https://rdap.verisign.com/com/v1/domain/uspeptidescience.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://uspeptidescience.com/,https://rank.to/api/?d=uspeptidescience.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
veloraresearch.com,C,2025-09-11,318,https://rdap.verisign.com/com/v1/domain/veloraresearch.com,0,,,,,none,,,,1%,2%,3%,,,,,12.99;70.0;120.0,https://veloraresearch.com/,https://rank.to/api/?d=veloraresearch.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
vigorpeptides.com,C,2023-07-21,1101,https://rdap.verisign.com/com/v1/domain/vigorpeptides.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://vigorpeptides.com/,https://rank.to/api/?d=vigorpeptides.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
wholesalepeptide.com,C,2024-02-05,902,https://rdap.verisign.com/com/v1/domain/wholesalepeptide.com,0,,,,,none,,,,1%,2%,3%,,,,,,https://wholesalepeptide.com/,https://rank.to/api/?d=wholesalepeptide.com&n=30,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
