domain,domain_created_utc,domain_age_days_asof_2026_07_27,domain_age_months_approx,domain_age_source,rankto_panel_status,rankto_history_observations,rankto_history_first_date,rankto_history_latest_date,rankto_current_rank,rankto_current_monthly_visit_pace_model,rankto_integrated_t30_visits_model,rankto_history_30d,traffic_basis_for_revenue,traffic_basis_visits_model,platform_observed,price_clue_source,price_source_url,price_min_usd,price_median_unique_usd,price_max_usd,aov_low_model_usd,aov_base_model_usd,aov_high_model_usd,conversion_low_model,conversion_base_model,conversion_high_model,monthly_gmv_low_model_usd,monthly_gmv_base_model_usd,monthly_gmv_high_model_usd,storefront_evidence_notes,rankto_source_url,storefront_url,disclaimer
peptidelabsinc.com,2025-09-26T21:37:28.00Z,303,10.0,https://rdap.verisign.com/com/v1/domain/peptidelabsinc.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,blocked_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Browser challenge prevented reliable catalog pricing.,https://rank.to/api/?d=peptidelabsinc.com&n=30,https://peptidelabsinc.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
profoundaminos.com,2024-08-21T21:28:57Z,704,23.1,https://rdap.verisign.com/com/v1/domain/profoundaminos.com,available,30,2026-06-27,2026-07-26,626653,73682,81606,2026-06-27:569483;2026-06-28:567989;2026-06-29:568309;2026-06-30:564471;2026-07-01:561180;2026-07-02:558141;2026-07-03:558373;2026-07-04:554577;2026-07-05:547978;2026-07-06:547906;2026-07-07:544079;2026-07-08:543889;2026-07-09:544182;2026-07-10:544406;2026-07-11:546935;2026-07-12:549681;2026-07-13:553431;2026-07-14:554876;2026-07-15:558724;2026-07-16:563214;2026-07-17:572555;2026-07-18:576845;2026-07-19:583369;2026-07-20:590158;2026-07-21:594673;2026-07-22:601790;2026-07-23:607646;2026-07-24:611246;2026-07-25:619692;2026-07-26:626653,integrated trailing-30-day model,81606,blocked_or_unknown,none,,,,,120,175,230,1%,2%,3%,97927,285620,563078,Browser challenge prevented reliable catalog pricing; cohort AOV used when rank data exists.,https://rank.to/api/?d=profoundaminos.com&n=30,https://profoundaminos.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
purepeps.com,2018-12-05T17:18:38Z,2790,91.7,https://rdap.verisign.com/com/v1/domain/purepeps.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,blocked_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Browser challenge prevented reliable catalog pricing.,https://rank.to/api/?d=purepeps.com&n=30,https://purepeps.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
skyepeptides.com,2023-05-28T22:20:06Z,1155,37.9,https://rdap.verisign.com/com/v1/domain/skyepeptides.com,available,30,2026-06-27,2026-07-26,657793,70024,64789,2026-06-27:749572;2026-06-28:749463;2026-06-29:831704;2026-06-30:830595;2026-07-01:744673;2026-07-02:737588;2026-07-03:731655;2026-07-04:724708;2026-07-05:723349;2026-07-06:723282;2026-07-07:718337;2026-07-08:708757;2026-07-09:702266;2026-07-10:702116;2026-07-11:702112;2026-07-12:702949;2026-07-13:702707;2026-07-14:705210;2026-07-15:697473;2026-07-16:693724;2026-07-17:690413;2026-07-18:684831;2026-07-19:681778;2026-07-20:681796;2026-07-21:677618;2026-07-22:673321;2026-07-23:667498;2026-07-24:661985;2026-07-25:658242;2026-07-26:657793,integrated trailing-30-day model,64789,blocked_or_unknown,none,,,,,120,175,230,1%,2%,3%,77747,226762,447045,Browser challenge prevented reliable catalog pricing; cohort AOV used when rank data exists.,https://rank.to/api/?d=skyepeptides.com&n=30,https://skyepeptides.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
somachems.com,2022-04-17T22:43:07Z,1561,51.3,https://rdap.verisign.com/com/v1/domain/somachems.com,available,30,2026-06-27,2026-07-26,722493,63455,59183,2026-06-27:832213;2026-06-28:832179;2026-06-29:832711;2026-06-30:831620;2026-07-01:829214;2026-07-02:829114;2026-07-03:829107;2026-07-04:828431;2026-07-05:828922;2026-07-06:828565;2026-07-07:827813;2026-07-08:859523;2026-07-09:859167;2026-07-10:740151;2026-07-11:740063;2026-07-12:739826;2026-07-13:741267;2026-07-14:740360;2026-07-15:740054;2026-07-16:740148;2026-07-17:732623;2026-07-18:726810;2026-07-19:721059;2026-07-20:720681;2026-07-21:722615;2026-07-22:722583;2026-07-23:723940;2026-07-24:723730;2026-07-25:722160;2026-07-26:722493,integrated trailing-30-day model,59183,woocommerce,woo_store_api,https://somachems.com/wp-json/wc/store/v1/products?per_page=100,2.49,79.99,199.99,110,160,210,1%,2%,3%,65101,189385,372851,40%-off GLP promotion visible.,https://rank.to/api/?d=somachems.com&n=30,https://somachems.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
vigorpeptides.com,2023-07-21T17:59:30Z,1101,36.2,https://rdap.verisign.com/com/v1/domain/vigorpeptides.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,blocked_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Browser challenge prevented reliable catalog pricing.,https://rank.to/api/?d=vigorpeptides.com&n=30,https://vigorpeptides.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptideplugs.com,2025-12-30T21:28:56Z,208,6.8,https://rdap.verisign.com/com/v1/domain/peptideplugs.com,available,30,2026-06-27,2026-07-26,2119698,20495,18485,2026-06-27:2921911;2026-06-28:2821346;2026-06-29:2772474;2026-06-30:2717276;2026-07-01:2683230;2026-07-02:2656798;2026-07-03:2594597;2026-07-04:2570142;2026-07-05:2541634;2026-07-06:2513256;2026-07-07:2454810;2026-07-08:2413376;2026-07-09:2371490;2026-07-10:2323659;2026-07-11:2287751;2026-07-12:2248663;2026-07-13:2202192;2026-07-14:2150723;2026-07-15:2148961;2026-07-16:2153610;2026-07-17:2155103;2026-07-18:2155595;2026-07-19:2158778;2026-07-20:2158957;2026-07-21:2160226;2026-07-22:2116237;2026-07-23:2115398;2026-07-24:2115313;2026-07-25:2115344;2026-07-26:2119698,integrated trailing-30-day model,18485,woocommerce,woo_store_api,https://peptideplugs.com/wp-json/wc/store/v1/products?per_page=100,10.0,57.5,199.0,85,120,155,1%,2%,3%,15712,44364,85955,Free shipping and item discounts visible.,https://rank.to/api/?d=peptideplugs.com&n=30,https://peptideplugs.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
peptomiq.com,2026-01-13T19:04:55Z,194,6.4,https://rdap.verisign.com/com/v1/domain/peptomiq.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,unreachable_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Public storefront was unreachable during probe.,https://rank.to/api/?d=peptomiq.com&n=30,https://peptomiq.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
spusa-labs.com,2026-01-17T21:33:27Z,190,6.2,https://rdap.verisign.com/com/v1/domain/spusa-labs.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,unreachable_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Public storefront was unreachable during probe.,https://rank.to/api/?d=spusa-labs.com&n=30,https://spusa-labs.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
trypureonepeptides.com,2026-01-29T15:02:25.00Z,178,5.8,https://rdap.verisign.com/com/v1/domain/trypureonepeptides.com,no_history,0,,,,,,,not estimable: no Rank.to panel history (not evidence of zero traffic),,unreachable_or_unknown,none,,,,,120,175,230,1%,2%,3%,,,,Public storefront timed out during probe.,https://rank.to/api/?d=trypureonepeptides.com&n=30,https://trypureonepeptides.com/,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic."
